msg_id,guild,channel,author,is_bot,msg_type,created_at_vn,reply_to,mentions_bot,n_attachments,n_chars,content
M01782,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 07:07,M61254,False,0,1316,"Chào bạn nhé! Đừng quá lo lắng quá nè, để mình giải đáp cho bạn về việc lỡ mất buổi Workshop và Daily Standup hôm qua ảnh hưởng như thế nào nha:

**1. Đối với buổi Workshop:**
*   **Điểm XP:** Việc tham gia Workshop có tính điểm XP dựa trên sự hiện diện và tương tác của bạn. Nếu vắng mặt, bạn sẽ không nhận được phần điểm XP của buổi đó.
*   **Kiến thức:** Bạn nên chủ động vào kênh `#📣-thông-báo` hoặc các kênh tài liệu của lớp để kiểm tra xem có bản record (ghi hình) hoặc slide bài giảng không để kịp thời cập nhật kiến thức nhé.

**2. Đối với Daily Standup:**
*   **Tiến độ đội nhóm:** Daily Standup là lúc để team đồng bộ công việc. Việc vắng mặt có thể khiến bạn nắm bắt thông tin chậm hơn hoặc team không biết bạn đang gặp khó khăn gì.
*   **Lời khuyên:** Bạn hãy chủ động nhắn tin trong nhóm chat của đội mình (hoặc liên hệ Mentor) để cập nhật tình hình công việc của bạn và hỏi xem có lưu ý gì quan trọng từ buổi hôm qua không nha.

**3. Thủ tục cần làm (nếu cần báo cáo chính thức):**
Nếu bạn vắng mặt vì lý do bất khả kháng và muốn xin phép/giải trình để không bị ảnh hưởng đến các thủ tục chuyên cần trên trường, bạn cần gửi email về:
*   **Tới:** `AIthucchien@vinuni.edu.vn`
*   **CC:** `[EMAIL]`

Bạn nhớ chú ý theo dõi lịch ở các kênh thông báo để không bỏ lỡ các buổi tiếp theo nhé. Cố lên bạn ơi! 💪"
M64308,K4-L3-4,channel_11,D9617,False,reply,2026-09-14 07:48,M63514,False,0,67,Thảnh tạo ticket type Đề xuất đề tài mới Thầy sẽ duyệt cho team nhé
M16016,K4-L3-4,channel_10,D6778,False,message,2026-09-14 08:29,,True,0,36,[@BOT] check exp đang có như thế nào
M21331,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:29,M16016,False,0,144,Các bạn có thể theo dõi hoặc tìm kiếm điểm XP của mình bằng Discord ID tại kênh [link:discord.com] hoặc xem lịch sử XP của bản thân bằng `/rank`
M35019,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:38,M89758,False,0,479,"Bạn muốn hỏi về thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp trong bối cảnh nào ạ?

1. Thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp trong quá trình onboarding?
2. Thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp trong một dự án cụ thể?
3. Thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp theo quy định chung của khóa học?

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M75899,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:38,M83169,False,0,101,"[@role]

Mình chưa chắc chắn về câu này, nên để an toàn thông tin, mình nhờ Mod vào hỗ trợ bạn nha! 🙏"
M83169,K4-L3-4,channel_10,D4539,False,message,2026-09-14 08:38,,True,0,11,[@BOT] cả 3
M89758,K4-L3-4,channel_10,D4539,False,message,2026-09-14 08:38,,True,0,87,[@BOT] bắt đầu hoạt động daily standup và các hoạt động có liên qua đến exp từ bao giờ?
M78977,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:39,M95485,False,0,219,"Bạn muốn hỏi về daily standup và các hoạt động liên quan đến exp trong trường hợp nào ạ?

1. Trong quá trình onboarding
2. Trong một dự án cụ thể
3. Theo quy định chung của khóa học

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M95485,K4-L3-4,channel_10,D4539,False,message,2026-09-14 08:39,,True,0,371,"[@BOT]

1. Thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp trong quá trình onboarding?
2. Thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp trong một dự án cụ thể?
3. Thời điểm bắt đầu hoạt động daily standup và các hoạt động liên quan đến exp theo quy định chung của khóa học?

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M13661,K4-L3-4,channel_10,D9617,False,reply,2026-09-14 08:49,M95485,False,0,21,BẮT ĐẦU TỪ HÔM NAY NÈ
M05904,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:56,M91752,False,0,37,bạn gõ /topic pick để chọn đề tài nha
M38160,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:56,M77226,False,0,680,"Chào bạn! Việc thực hiện daily standup rất quan trọng để team và Mentor nắm bắt tiến độ dự án đó. Để sử dụng lệnh này, bạn làm theo các bước sau nha:

1.  **Vào đúng địa điểm:** Bạn phải vào đúng **forum thread của team mình** trên Discord.
2.  **Gõ lệnh:** Nhập lệnh `/daily-standup` vào khung chat.
3.  **Điền thông tin:** Hệ thống sẽ hiện ra các trường để bạn điền báo cáo tiến độ hàng ngày.
    *   **Lưu ý:** Trường `blocker` (những khó khăn đang gặp phải) là **tùy chọn**. Nếu bạn không gặp vướng mắc gì thì có thể để trống nhé.

⚠️ **Quan trọng:** Nhớ là chỉ gửi lệnh này trong thread riêng của team bạn thôi, đừng gửi ở các kênh chung nha!

Chúc team bạn tiến triển tốt! 🔥"
M77226,K4-L3-4,channel_10,D8119,False,message,2026-09-14 08:56,,True,0,30,[@BOT] dung daily stand up ntn
M91752,K4-L3-4,channel_10,D5559,False,message,2026-09-14 08:56,,True,0,50,[@BOT] mình có thể nộp đề tài nhóm mình chọn ở đâu
M97872,K4-L3-4,channel_10,D8119,False,message,2026-09-14 08:56,,True,0,57,"[@BOT] dung daily standup o dau, va con cach nao de + exp"
M04512,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:57,M97872,False,0,203,"Bạn đang muốn hỏi về cách sử dụng Daily Standup ở đâu, hay cách để tăng kinh nghiệm (exp) ạ?

1. Cách sử dụng Daily Standup ở đâu?
2. Cách để tăng kinh nghiệm (exp)?

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M07571,K4-L3-4,channel_10,D5559,False,reply,2026-09-14 08:57,M05904,True,0,59,[@BOT] mình phải gõ /topic pick vào kênh nào để chọn đề tài
M72090,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:57,M76548,False,0,923,"Chào bạn! Mình giải đáp lần lượt 2 thắc mắc của bạn đây:

1. **Dùng `/daily-standup` ở đâu?**
Bạn hãy vào đúng **forum thread của team mình** để gõ lệnh này nhé. Nhớ là đừng gõ ở các kênh chat chung nha, vì báo cáo này dành riêng cho team và Mentor theo dõi thôi nè.

2. **Cách để tăng XP (Kinh nghiệm):**
Trong cộng đồng AI20K, bạn có thể tích lũy XP thông qua các hoạt động như:
* **Thực hiện Daily Standup:** Cập nhật tiến độ mỗi ngày là cách cực kỳ hiệu quả để tăng XP đều đặn.
* **Tương tác và đóng góp:** Tích cực thảo luận, chia sẻ kiến thức hoặc hỗ trợ các thành viên khác trong server.
* **Tham gia sự kiện:** Tham gia các buổi workshop, talkshow hoặc các thử thách do AI20K tổ chức.

Bạn có thể dùng lệnh `/rank` để xem ""số dư"" XP và level hiện tại của mình, hoặc `/leaderboard users` để xem mình đang đứng thứ mấy trên bảng xếp hạng toàn server nhé! 

Cố gắng lên bạn ơi, chúc bạn sớm ""cày"" được thật nhiều XP! 🔥"
M76548,K4-L3-4,channel_10,D8119,False,message,2026-09-14 08:57,,True,0,22,[@BOT] lan luot 1 va 2
M77613,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 08:57,M07571,False,0,372,"Để chọn đề tài các bạn dùng command /topic pick với mã đề (code) tương ứng. Nếu không tìm thấy đề tài trong danh sách gợi ý hãy điền mã code chính xác trong câu lệnh. 
Sử dụng /topic pick trong kênh thảo luận riêng của mỗi team.  Nhớ là mỗi team chỉ được chọn duy nhất 01 lần và không thể sửa đổi sau khi đã xác nhận, nên hãy chắc chắn 100% với lựa chọn của team mình nha!"
M06366,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:02,M31759,False,0,219,"Bạn muốn mẫu daily standup cho mục đích gì?

1. Mẫu daily standup cho một buổi họp nhóm
2. Mẫu daily standup để ghi lại công việc hàng ngày
3. Mẫu daily standup cho một dự án cụ thể

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M31759,K4-L3-4,channel_10,D8748,False,message,2026-09-14 09:02,,True,0,34,[@BOT] cho tôi 1 daily standup mẫu
M31265,K4-L3-4,channel_10,D8748,False,message,2026-09-14 09:03,,False,0,1,@
M34949,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:03,M53889,False,0,592,"Chào bạn! Để sử dụng lệnh `/daily-standup` báo cáo tiến độ hàng ngày, bạn có thể tham khảo ví dụ sau đây nha:

**Ví dụ nội dung báo cáo:**
*   **Done:** Hoàn thành thiết kế giao diện (UI) cho trang chủ.
*   **To-do:** Bắt đầu code phần logic cho nút ""Đăng ký"".
*   **Blocker:** (Nếu có) Đang đợi API từ phía Backend để tích hợp.

⚠️ **Lưu ý quan trọng:**
*   Bạn chỉ được gửi lệnh này trong **forum thread của team bạn** thôi nhé.
*   Trường **Blocker** (khó khăn đang gặp phải) là tùy chọn, nếu không có gì vướng mắc bạn có thể để trống.

Chúc bạn và team có một ngày build thật năng suất! 🚀"
M53889,K4-L3-4,channel_10,D6778,False,message,2026-09-14 09:03,,True,0,45,[@BOT] 1 ví dụ về cách sử dụng /daily-standup
M13908,K4-L3-4,channel_10,D6778,False,message,2026-09-14 09:05,,True,0,41,[@BOT] hạn báo cáo daily-standup mỗi ngày
M23458,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:05,M57734,False,0,197,"Bạn đang hỏi về quy cách nộp daily standup cho nhóm hay về một loại nộp bài khác?

1. Quy cách nộp daily standup cho nhóm
2. Quy định về việc nộp bài nói chung

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M57734,K4-L3-4,channel_10,D7699,False,message,2026-09-14 09:05,,True,0,119,"[@BOT]  quy cách nộp daily standup, cả nhóm có phải nộp ko? hình thức nộp như nào, viết ra sao, có mẫu ko? Nộp vào đâu?"
M71036,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:05,M13908,False,0,95,Khung giờ nộp daily hàng ngày là từ 0h-10h sáng nhé. Nộp muộn vẫn được ghi nhận nhưng không +XP
M01313,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:06,M37965,False,0,95,Khung giờ nộp daily hàng ngày là từ 0h-10h sáng nhé. Nộp muộn vẫn được ghi nhận nhưng không +XP
M06312,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:06,M79664,False,0,198,"Bạn đang hỏi về quy cách nộp daily standup cho cả nhóm hay chỉ cho cá nhân?

1. Quy cách nộp daily standup cho cả nhóm
2. Quy cách nộp daily standup cho cá nhân

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M37965,K4-L3-4,channel_10,D7699,False,message,2026-09-14 09:06,,True,0,37,[@BOT] quy cách nộp daily sandup thôi
M79664,K4-L3-4,channel_10,D7699,False,message,2026-09-14 09:06,,True,0,125,"[@BOT] nộp daily standup cả nhóm có phải nộp ko hay 1 người thôi? hình thức nộp như nào, viết ra sao, có mẫu ko? Nộp vào đâu?"
M01157,K4-L3-4,channel_10,D7699,False,message,2026-09-14 09:07,,True,0,92,[@BOT] cả 2 Quy cách nộp daily standup cho cả nhóm và Quy cách nộp daily standup cho cá nhân
M92424,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:07,M01157,False,0,1502,"Chào bạn! Về quy cách nộp **Daily Standup**, mình xin giải đáp chi tiết để bạn và team nắm rõ nhé:

### 1. Ai là người nộp? (Cá nhân hay Cả nhóm)
*   **Cá nhân:** Mỗi thành viên trong team đều phải **tự nộp** báo cáo của riêng mình. Việc này giúp mentor và các thành viên khác nắm được tiến độ cụ thể của từng người.
*   **Cả nhóm:** Không có quy định một người nộp thay cho cả nhóm. Tuy nhiên, tất cả các báo cáo cá nhân này sẽ được tập trung tại một nơi duy nhất của team.

### 2. Nộp ở đâu?
*   Bạn nộp trực tiếp trong **Forum Thread** riêng của team mình trên Discord.

### 3. Hình thức và Cách nộp
*   Bạn sử dụng lệnh (slash command): `/daily-standup`
*   Sau khi gõ lệnh, một bảng (modal) sẽ hiện ra để bạn điền thông tin.

### 4. Nội dung (Mẫu báo cáo)
Thông thường, nội dung sẽ bao gồm các phần chính sau:
*   **Yesterday:** Những việc bạn đã hoàn thành trong ngày hôm qua.
*   **Today:** Những việc bạn dự định sẽ làm trong ngày hôm nay.
*   **Blockers (Khó khăn):** Những vấn đề đang làm bạn bị khựng lại, cần hỗ trợ (phần này là **tùy chọn**, không bắt buộc nếu bạn không gặp khó khăn gì).

### 5. Lưu ý về thời gian và quyền lợi
*   **Khung giờ vàng:** Từ **0h00 đến 10h00 sáng** hàng ngày.
*   **XP (Điểm kinh nghiệm):** Nộp trong khung giờ trên sẽ được cộng XP. Nếu nộp sau 10h00, hệ thống vẫn ghi nhận báo cáo nhưng bạn sẽ không được cộng XP đâu nhé.

Bạn và team nhớ nhắc nhau nộp đúng giờ để tích lũy thật nhiều XP nha! Nếu còn thắc mắc gì về lệnh `/daily-standup`, cứ hỏi mình nhé. 🚀"
M65121,K4-L3-4,channel_10,D0372,False,message,2026-09-14 09:14,,True,0,151,"[@BOT] 

Quy cách nộp daily standup cho nhóm
nộp theo nhóm một người nộp cho cả nhóm hay là mỗi cá nhân đều phải nôp
Quy định về việc nộp bài nói chung"
M65205,K4-L3-4,channel_10,D7699,False,message,2026-09-14 09:14,,True,1,74,"[@BOT] nộp ở đâu cơ, phần này mình đánh lệnh /daily-standup rồi mà ko được"
M68561,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:14,M65121,False,0,223,"Bạn muốn hỏi về quy cách nộp daily standup cho nhóm hay quy định nộp bài nói chung?

1. Quy cách nộp daily standup cho nhóm (theo nhóm hay cá nhân)
2. Quy định về việc nộp bài nói chung

Hoặc bạn mô tả rõ hơn giúp mình nhé!"
M72480,K4-L3-4,channel_10,D0372,False,message,2026-09-14 09:14,,False,0,94,"Quy cách nộp daily standup cho nhóm (theo nhóm hay cá nhân)
Quy định về việc nộp bài nói chung"
M91046,K4-L3-4,channel_10,BOT,True,reply,2026-09-14 09:14,M65205,False,0,117,"Bạn nộp daily standup trong thread `Thảo luận` trong channel riêng của team mình nhé (t-xxx)
Cách thức nộp: gõ /daily"
M41530,K4-L3-4,channel_12,D9617,False,message,2026-09-14 09:15,,False,0,1336,"**[REMIND]** THÔNG BÁO HOÀN THIỆN CÁC BƯỚC ONBOARDING VÀO CHƯƠNG TRÌNH

Chào mừng các bạn đã đến với Chương trình AI20K - Build Phase Cohort 4. Để hoàn tất quá trình onboarding và bắt đầu chặng đường 6 tuần tới, BTC thông tin đến các bạn học viên [@role]  chưa hoàn thiện hồ sơ và lập đội bắt đầu thực chiến.

Các bạn học viên chưa được định danh, vui lòng đăng nhập vào nền tảng Phoenix bằng link mời dưới đây và **Tiếp tục với Github** cùng email đã đăng ký với chương trình.

> Link tham gia chương trình:
> https://phoenix.note.transformerlabs.ai/invite/mJqIWQFwiPWu2MRWZ5JYARkOrQarrK4hTdcqlTVFP5g

Hoàn thành đủ các bước:
1. Vào nền tảng bằng lời mời
2. Xác minh danh tính
3. Kết nối và xác minh Discord
4. Hoàn tất hồ sơ năng lực
5. Chờ hệ thống ghép đội

🗓️ Thời hạn hoàn thành đến 21:00 14/9/2026
**Sau thời gian trên hệ thống sẽ tự động mời các bạn chưa hoàn tất hồ sơ ra khỏi server Discord hiện tại vì không xác minh được danh tính trên Phoenix và Discord.**

Lưu ý: Trường hợp tài khoản Github đang liên kết với nhiều email, hãy cài đặt email đăng ký với chương trình thành Primary tại https://github.com/settings/emails trước khi truy cập vào link mời.

Mọi vấn đề thắc mắc trong quá trình onboarding các bạn vui lòng tạo ticket để được hỗ trợ.
> Cách thức tạo ticket: gõ command /ticket create tại kênh ⁠[link:discord.com]"
M45897,K4-L3-4,channel_10,D0372,False,message,2026-09-14 09:16,,False,0,116,"bạn hãy cho tôi biết 
Quy cách nộp daily standup cho nhóm (theo nhóm hay cá nhân)
Quy định về việc nộp bài nói chung"
